Date,Close,High,Low,Open
2005-01-03 22:50:00,4034.0,4034.0,4034.0,4034.0
2005-01-03 23:00:00,4041.9,4043.9,4041.9,4043.9
2005-01-03 23:10:00,4041.9,4041.9,4039.9,4039.9
2005-01-03 23:20:00,4041.9,4041.9,4041.9,4041.9
2005-01-03 23:30:00,4047.9,4049.9,4047.9,4049.9
2005-01-03 23:40:00,4049.9,4049.9,4049.9,4049.9
2005-01-03 23:50:00,4049.9,4049.9,4049.9,4049.9
2005-01-04 00:00:00,4049.9,4049.9,4049.9,4049.9
2005-01-04 00:10:00,4051.9,4051.9,4051.9,4051.9
2005-01-04 00:20:00,4049.9,4049.9,4049.9,4049.9
2005-01-04 00:30:00,4047.9,4047.9,4047.9,4047.9
2005-01-04 00:40:00,4047.9,4047.9,4047.9,4047.9
2005-01-04 00:50:00,4049.9,4049.9,4049.9,4049.9
2005-01-04 01:00:00,4049.9,4049.9,4049.9,4049.9
2005-01-04 01:10:00,4049.9,4049.9,4049.9,4049.9
2005-01-04 01:20:00,4051.9,4053.9,4051.9,4053.9
2005-01-04 01:30:00,4051.9,4053.9,4051.9,4053.9
2005-01-04 01:40:00,4053.9,4053.9,4053.9,4053.9
2005-01-04 01:50:00,4051.9,4051.9,4051.9,4051.9
2005-01-04 02:00:00,4053.9,4053.9,4053.9,4053.9
2005-01-04 02:10:00,4055.9,4055.9,4055.9,4055.9
2005-01-04 02:20:00,4053.9,4053.9,4053.9,4053.9
2005-01-04 02:30:00,4053.9,4053.9,4053.9,4053.9
2005-01-04 02:40:00,4053.9,4053.9,4053.9,4053.9
2005-01-04 02:50:00,4054.9,4054.9,4054.9,4054.9
2005-01-04 03:00:00,4052.9,4052.9,4052.9,4052.9
2005-01-04 03:10:00,4052.9,4052.9,4052.9,4052.9
2005-01-04 03:20:00,4052.9,4052.9,4052.9,4052.9
2005-01-04 03:30:00,4050.9,4050.9,4050.9,4050.9
2005-01-04 03:40:00,4056.9,4058.9,4056.9,4056.9
2005-01-04 03:50:00,4054.9,4054.9,4054.9,4054.9
2005-01-04 04:00:00,4054.9,4054.9,4054.9,4054.9
2005-01-04 04:10:00,4056.9,4056.9,4056.9,4056.9
2005-01-04 04:20:00,4054.9,4054.9,4054.9,4054.9
2005-01-04 04:30:00,4052.9,4052.9,4052.9,4052.9
2005-01-04 04:40:00,4056.9,4058.9,4056.9,4058.9
2005-01-04 04:50:00,4058.9,4058.9,4058.9,4058.9
2005-01-04 05:00:00,4062.9,4062.9,4062.9,4062.9
2005-01-04 05:10:00,4060.9,4060.9,4060.9,4060.9
2005-01-04 05:20:00,4062.9,4062.9,4062.9,4062.9
2005-01-04 05:30:00,4062.9,4062.9,4062.9,4062.9
2005-01-04 05:40:00,4062.9,4062.9,4062.9,4062.9
2005-01-04 05:50:00,4062.9,4062.9,4062.9,4062.9
2005-01-04 06:00:00,4062.9,4062.9,4062.9,4062.9
2005-01-04 06:10:00,4060.9,4060.9,4060.9,4060.9
2005-01-04 06:20:00,4060.9,4060.9,4060.9,4060.9
2005-01-04 06:30:00,4060.9,4060.9,4060.9,4060.9
2005-01-04 06:40:00,4060.9,4060.9,4060.9,4060.9
2005-01-04 06:50:00,4060.9,4060.9,4060.9,4060.9
2005-01-04 07:00:00,4060.9,4060.9,4060.9,4060.9
2005-01-04 07:10:00,4061.9,4061.9,4061.9,4061.9
2005-01-04 07:20:00,4061.9,4061.9,4061.9,4061.9
2005-01-04 07:30:00,4061.9,4061.9,4061.9,4061.9
2005-01-04 07:40:00,4061.9,4061.9,4061.9,4061.9
2005-01-04 07:50:00,4061.9,4061.9,4061.9,4061.9
2005-01-04 08:00:00,4061.9,4061.9,4061.9,4061.9
2005-01-04 08:10:00,4061.9,4061.9,4061.9,4061.9
2005-01-04 08:20:00,4061.9,4061.9,4061.9,4061.9
2005-01-04 08:30:00,4064.9,4064.9,4064.9,4064.9
2005-01-04 08:40:00,4063.9,4063.9,4063.9,4063.9
2005-01-04 08:50:00,4063.9,4063.9,4063.9,4063.9
2005-01-04 09:00:00,4063.9,4063.9,4063.9,4063.9
2005-01-04 09:10:00,4063.9,4063.9,4063.9,4063.9
2005-01-04 09:20:00,4064.9,4064.9,4064.9,4064.9
2005-01-04 09:30:00,4064.9,4064.9,4064.9,4064.9
2005-01-04 09:40:00,4064.9,4064.9,4064.9,4064.9
2005-01-04 09:50:00,4063.9,4063.9,4063.9,4063.9
